Site_Id,Read_Date,Salinity (ppt),Dissolved Oxygen (mg/L),pH (standard units),Secchi Depth (m),Water Depth (m),Water Temp (?C),Air Temp (?F),AirTemp (C),Year
Bay,1/22/1996,4.0,11.7,7.4,0.4,0.55,4.0,39.2,4.0,1996
Bay,1/29/1996,3.5,11.2,7.2,0.35,0.65,4.0,42.8,6.0,1996
Bay,2/12/1996,3.5,10.8,7.1,0.35,0.6,5.0,44.6,7.0,1996
Bay,2/26/1996,3.0,8.7,7.1,0.2,0.75,10.5,60.8,16.0,1996
Bay,3/4/1996,3.0,11.5,7.4,0.3,0.45,3.5,38.3,3.5,1996
Bay,3/18/1996,3.0,10.1,7.0,0.4,0.45,7.5,44.6,7.0,1996
Bay,3/25/1996,3.0,10.0,7.2,0.35,0.7,10.0,61.7,16.5,1996
Bay,4/8/1996,3.0,10.7,7.3,0.35,0.55,8.0,42.8,6.0,1996
Bay,4/22/1996,3.0,9.2,8.2,0.4,0.95,21.0,71.6,22.0,1996
Bay,4/29/1996,3.0,8.9,8.0,0.45,0.85,18.0,69.8,21.0,1996
Bay,5/13/1996,3.0,9.2,8.1,0.3,0.7,17.0,57.2,14.0,1996
Bay,5/20/1996,3.0,9.0,8.8,0.4,0.75,28.0,86.0,30.0,1996
Bay,5/27/1996,3.0,9.6,8.6,0.25,0.6,19.0,63.5,17.5,1996
Bay,6/3/1996,3.0,8.7,8.5,0.35,0.5,17.0,59.9,15.5,1996
Bay,6/10/1996,3.0,8.0,8.1,0.45,1.02,24.0,67.1,19.5,1996
Bay,6/17/1996,3.0,8.8,8.4,0.45,0.75,27.0,77.0,25.0,1996
Bay,6/24/1996,3.0,8.0,8.6,0.55,0.8,26.5,77.0,25.0,1996
Bay,8/2/1996,2.5,6.4,7.3,0.4,0.8,26.0,,-17.77777778,1996
Bay,8/18/1996,3.0,4.65,7.3,0.3,0.68,27.5,,-17.77777778,1996
Bay,9/1/1996,2.8,2.0,7.4,0.28,0.4,25.0,,-17.77777778,1996
Bay,9/15/1996,3.0,2.0,,0.3,0.8,23.5,,-17.77777778,1996
Bay,9/22/1996,3.1,2.0,7.4,0.4,0.9,22.0,,-17.77777778,1996
Bay,9/28/1996,3.2,1.7,7.5,0.43,0.88,23.0,,-17.77777778,1996
Bay,10/5/1996,4.4,9.9,7.2,0.3,0.45,15.5,62.96,17.2,1996
Bay,10/11/1996,2.4,8.69,7.2,0.3,0.75,17.5,58.64,14.8,1996
Bay,10/20/1996,2.2,9.71,7.6,0.35,0.73,15.0,56.48,13.6,1996
Bay,10/26/1996,2.8,8.15,6.7,0.38,0.75,19.0,67.28,19.6,1996
Bay,11/3/1996,2.0,6.5,6.8,0.48,0.58,10.1,48.74,9.3,1996
Bay,11/12/1996,1.9,11.43,7.1,0.45,0.55,6.2,41.414,5.23,1996
Bay,11/17/1996,1.8,11.8,6.8,0.28,0.3,9.1,51.44,10.8,1996
Bay,12/1/1996,1.9,10.9,6.9,0.4,0.6,11.0,63.5,17.5,1996
Bay,12/8/1996,1.6,11.2,6.9,0.4,0.65,9.1,51.08,10.6,1996
Bay,12/21/1996,1.8,12.25,6.9,0.31,0.61,5.21,38.3,3.5,1996
Bay,1/5/1997,2.0,9.2,6.7,0.2,0.7,13.5,63.32,17.4,1997
Bay,1/19/1997,1.3,13.3,7.0,0.3,0.3,0.0,,-17.77777778,1997
Bay,2/1/1997,1.5,10.9,6.6,2.5,3.5,10.1,62.06,16.7,1997
Bay,2/15/1997,1.3,10.55,6.6,0.3,0.6,8.2,41.0,5.0,1997
Bay,3/3/1997,1.8,9.45,6.9,0.3,0.54,14.1,48.02,8.9,1997
Bay,3/15/1997,1.2,10.2,6.5,0.2,0.52,13.2,47.66,8.7,1997
Bay,4/13/1997,1.2,9.8,6.9,0.28,0.74,17.1,68.18,20.1,1997
Bay,4/19/1997,1.3,10.8,6.7,0.2,0.49,11.0,59.54,15.3,1997
Bay,4/26/1997,1.1,10.1,6.8,0.25,0.55,15.5,59.36,15.2,1997
Bay,5/4/1997,1.1,9.73,6.5,0.3,0.88,18.0,61.52,16.4,1997
Bay,5/12/1997,1.5,9.5,7.3,0.3,0.67,21.0,,-17.77777778,1997
Bay,5/16/1997,1.3,10.2,6.6,0.35,0.7,20.5,68.36,20.2,1997
Bay,5/24/1997,1.6,9.9,7.5,0.38,0.5,23.0,72.14,22.3,1997
Bay,5/30/1997,1.6,9.5,8.0,,0.2,23.0,,-17.77777778,1997
Bay,6/8/1997,1.0,10.5,6.3,0.1,0.15,18.0,61.7,16.5,1997
Bay,6/21/1997,1.5,7.5,6.5,0.4,0.7,26.5,84.02,28.9,1997
Bay,6/27/1997,1.5,8.5,8.0,0.5,0.62,29.0,78.4,25.77777778,1997
Bay,7/6/1997,1.5,7.6,6.8,0.48,0.68,27.0,76.46,24.7,1997
Bay,7/12/1997,1.5,8.55,6.4,0.4,0.4,27.0,80.06,26.7,1997
Bay,7/20/1997,1.6,8.7,7.4,0.39,0.58,27.5,83.48,28.6,1997
Bay,7/27/1997,1.5,9.7,7.8,0.38,0.69,27.0,86.72,30.4,1997
Bay,7/29/1997,1.5,8.1,8.0,0.4,0.65,28.0,82.0,27.77777778,1997
Bay,8/9/1997,1.7,9.8,8.6,0.38,0.5,27.5,78.62,25.9,1997
Bay,8/15/1997,1.7,7.7,8.2,0.45,0.63,8.4,82.6,28.11111111,1997
Bay,8/22/1997,1.7,9.0,8.2,0.38,0.67,25.5,77.7,25.38888889,1997
Bay,8/30/1997,1.8,9.6,8.1,0.32,0.45,26.0,78.98,26.1,1997
Bay,9/14/1997,1.9,9.6,7.9,0.21,0.61,24.0,78.62,25.9,1997
Bay,10/5/1997,1.9,10.25,8.2,0.28,0.65,21.6,74.12,23.4,1997
Bay,11/9/1997,1.8,10.6,6.5,0.35,0.65,12.0,51.62,10.9,1997
Bay,12/6/1997,1.5,14.3,6.9,0.3,0.45,6.0,40.1,4.5,1997
Bay,1/4/1998,1.5,12.3,6.4,0.25,0.5,8.9,57.2,14.0,1998
Bay,1/25/1998,1.2,12.5,6.5,0.3,0.6,8.1,45.86,7.7,1998
Bay,2/22/1998,1.1,10.7,6.3,0.25,0.75,10.5,,-17.77777778,1998
Bay,3/22/1998,1.0,11.1,6.4,0.25,0.71,11.0,48.74,9.3,1998
Bay,4/19/1998,1.0,10.8,6.9,0.3,0.78,17.0,,-17.77777778,1998
Bay,5/2/1998,1.0,10.9,8.2,0.35,0.78,21.5,72.5,22.5,1998
Bay,5/17/1998,1.1,9.3,6.8,0.25,0.48,23.5,80.78,27.1,1998
Bay,6/7/1998,1.1,10.0,7.2,0.4,0.5,22.9,,-17.77777778,1998
Bay,6/14/1998,0.9,9.7,6.8,0.4,0.65,26.0,79.88,26.6,1998
Bay,7/5/1998,1.0,8.4,6.9,0.32,0.65,26.0,82.04,27.8,1998
Bay,7/25/1998,0.9,8.6,7.3,0.4,0.65,29.0,81.32,27.4,1998
Bay,8/23/1998,1.0,11.0,8.8,0.3,0.62,28.0,85.1,29.5,1998
Bay,9/12/1998,0.9,10.8,8.5,0.28,0.66,25.0,87.1,30.61111111,1998
Bay,11/2/1998,1.1,10.0,6.9,0.3,0.35,14.0,58.28,14.6,1998
Bay,11/21/1998,1.0,10.9,7.3,0.3,0.48,15.0,57.56,14.2,1998
A,8/11/1999,3.0,2.6,7.7,0.6,0.6,26.0,80.96,27.2,1999
A,8/18/1999,3.0,1.6,8.7,,,31.0,91.4,33.0,1999
A,9/8/1999,1.8,1.35,8.2,0.4,1.0,28.0,76.6,24.77777778,1999
A,10/15/1999,0.1,5.65,7.3,0.6,0.8,20.0,,-17.77777778,1999
A,11/10/1999,0.0,6.7,7.6,0.65,0.95,18.0,,-17.77777778,1999
A,12/30/1999,1.0,7.8,6.9,0.65,0.85,8.0,42.8,6.0,1999
B,8/11/1999,2.5,3.1,8.1,0.25,0.25,27.0,80.96,27.2,1999
B,8/18/1999,3.0,2.2,8.9,,,30.0,87.8,31.0,1999
B,9/8/1999,0.9,3.6,8.2,0.3,0.3,32.0,,-17.77777778,1999
B,10/15/1999,1.0,4.7,7.0,0.3,0.3,17.0,,-17.77777778,1999
B,11/10/1999,1.0,6.3,7.4,0.4,0.4,16.0,,-17.77777778,1999
B,12/30/1999,0.2,6.1,6.9,0.25,0.25,7.0,41.0,5.0,1999
C,8/11/1999,3.0,1.9,8.5,0.5,0.5,27.0,84.2,29.0,1999
C,8/18/1999,0.1,1.9,8.8,,,27.0,82.4,28.0,1999
C,9/8/1999,1.0,2.4,8.0,5.8,5.8,34.0,,-17.77777778,1999
C,9/22/1999,1.0,3.7,7.8,0.8,0.8,18.0,60.0,15.55555556,1999
C,10/15/1999,0.1,5.5,6.6,0.55,0.55,19.0,,-17.77777778,1999
C,10/27/1999,0.0,3.7,7.7,0.55,0.55,43.0,72.0,22.22222222,1999
C,11/10/1999,0.2,10.0,7.8,0.6,0.6,17.0,,-17.77777778,1999
C,12/30/1999,0.1,7.3,6.9,0.7,0.7,5.0,41.0,5.0,1999
D,8/11/1999,0.2,2.5,8.6,0.63,1.25,27.0,85.46,29.7,1999
D,8/18/1999,3.0,2.8,8.0,,,28.0,87.8,31.0,1999
D,9/8/1999,0.0,1.5,7.4,1.75,1.85,34.5,,-17.77777778,1999
D,9/22/1999,0.0,1.9,7.6,0.5,1.65,18.0,,-17.77777778,1999
D,10/15/1999,0.0,3.25,7.3,0.55,1.55,17.0,,-17.77777778,1999
D,10/27/1999,0.4,3.4,7.4,0.95,1.35,42.5,72.0,22.22222222,1999
D,11/10/1999,0.0,6.5,8.0,1.05,1.5,15.0,60.0,15.55555556,1999
D,12/16/1999,0.0,7.8,8.9,0.8,1.4,11.0,49.0,9.444444444,1999
D,12/30/1999,0.0,8.25,8.0,1.1,1.4,5.0,41.0,5.0,1999
Bay,1/9/1999,1.2,11.2,7.2,0.28,0.5,9.0,58.82,14.9,1999
Bay,1/23/1999,1.1,11.2,6.7,0.28,0.6,15.0,,-17.77777778,1999
Bay,8/5/1999,1.8,1.8,9.5,0.35,0.35,27.0,,-17.77777778,1999
Bay,8/11/1999,3.0,7.0,9.2,0.4,0.65,28.0,86.54,30.3,1999
Bay,8/18/1999,3.0,3.0,9.1,,,29.0,87.8,31.0,1999
Bay,9/8/1999,2.2,1.9,8.5,0.9,0.95,28.0,76.6,24.77777778,1999
Bay,10/15/1999,2.0,4.8,5.7,0.42,0.5,16.0,65.0,18.33333333,1999
Bay,10/27/1999,0.3,4.3,8.6,0.5,0.5,24.5,,-17.77777778,1999
Bay,11/10/1999,1.0,7.5,8.1,5.5,5.5,14.0,60.0,15.55555556,1999
Bay,12/16/1999,1.0,8.7,9.1,0.5,0.85,11.0,48.0,8.888888889,1999
Bay,12/30/1999,0.1,6.1,7.0,0.25,0.45,5.0,41.0,5.0,1999
A,2/29/2000,1.5,5.0,8.1,0.9,1.1,15.0,58.0,14.44444444,2000
A,5/1/2000,0.5,3.6,7.1,0.9,1.0,23.0,75.0,23.88888889,2000
A,5/15/2000,1.0,6.4,8.2,0.85,0.9,27.0,71.0,21.66666667,2000
A,6/26/2000,1.0,5.5,8.0,0.55,0.55,30.5,84.2,29.0,2000
A,7/24/2000,0.05,6.1,8.0,0.55,0.55,25.0,78.0,25.55555556,2000
A,8/22/2000,0.0,5.2,7.5,0.65,0.65,25.0,72.0,22.22222222,2000
A,9/18/2000,0.0,5.8,,0.4,0.75,22.0,70.0,21.11111111,2000
A,10/4/2000,1.1,8.7,8.3,0.55,0.7,35.0,84.0,28.88888889,2000
A,11/1/2000,0.0,9.75,8.2,0.65,0.65,16.0,58.0,14.44444444,2000
A,12/18/2000,1.0,9.9,8.2,0.7,0.7,9.0,44.0,6.666666667,2000
B,2/2/2000,1.0,6.4,7.1,0.35,0.35,5.0,46.0,7.777777778,2000
B,3/13/2000,1.5,10.0,7.8,0.3,0.3,12.5,48.0,8.888888889,2000
B,5/1/2000,1.0,3.5,7.5,0.15,0.15,25.5,75.0,23.88888889,2000
B,5/15/2000,1.5,7.6,9.7,4.0,4.5,30.0,71.0,21.66666667,2000
B,6/26/2000,1.0,8.3,8.8,0.05,0.1,30.0,82.4,28.0,2000
B,7/24/2000,1.0,1.8,7.5,0.0,0.15,24.0,78.0,25.55555556,2000
B,8/22/2000,0.0,2.4,7.8,0.35,0.35,22.0,71.0,21.66666667,2000
B,9/18/2000,0.8,7.6,7.9,0.1,0.1,20.0,70.0,21.11111111,2000
B,10/4/2000,1.0,8.5,8.5,0.1,0.1,30.0,84.0,28.88888889,2000
B,11/1/2000,1.0,5.5,8.1,0.1,0.11,14.0,58.0,14.44444444,2000
B,12/18/2000,1.5,7.2,7.9,0.2,0.4,7.5,43.4,6.333333333,2000
C,2/2/2000,1.0,5.9,6.9,0.65,0.81,4.0,45.0,7.222222222,2000
C,5/30/2000,0.5,7.9,8.0,0.5,0.5,15.0,58.0,14.44444444,2000
C,6/13/2000,1.0,8.2,9.5,0.4,0.4,28.0,73.0,22.77777778,2000
C,7/11/2000,0.01,5.7,8.2,0.5,0.5,32.0,80.6,27.0,2000
C,8/10/2000,0.0,6.3,6.7,0.6,0.6,29.0,83.0,28.33333333,2000
C,9/6/2000,0.0,6.3,8.1,0.55,0.55,21.0,72.0,22.22222222,2000
C,10/26/2000,0.5,6.2,8.4,0.25,0.25,21.5,67.0,19.44444444,2000
C,11/14/2000,1.0,6.0,7.4,0.3,0.3,13.0,55.0,12.77777778,2000
C,12/11/2000,1.0,6.5,8.1,0.1,0.1,7.5,45.0,7.222222222,2000
D,2/2/2000,0.0,7.1,7.2,1.4,1.4,4.0,45.0,7.222222222,2000
D,2/29/2000,0.0,6.9,7.0,0.9,0.95,14.0,62.0,16.66666667,2000
D,4/3/2000,0.0,7.4,8.6,1.1,1.35,20.0,,-17.77777778,2000
D,5/30/2000,0.0,6.3,8.2,0.1,1.6,15.0,50.0,10.0,2000
D,7/11/2000,0.0,4.4,8.6,0.65,1.6,27.0,78.8,26.0,2000
D,8/10/2000,0.0,4.1,5.6,0.65,1.6,28.0,83.0,28.33333333,2000
D,9/6/2000,0.0,5.0,8.5,0.7,1.65,21.0,71.6,22.0,2000
D,10/26/2000,0.0,8.5,8.8,0.7,1.05,19.5,66.0,18.88888889,2000
D,11/14/2000,0.0,6.2,9.0,0.7,1.4,13.0,55.0,12.77777778,2000
D,12/11/2000,0.0,10.0,9.3,1.1,1.3,7.0,45.0,7.222222222,2000
Bay,2/2/2000,1.5,6.1,7.2,0.05,0.4,3.0,43.0,6.111111111,2000
Bay,3/13/2000,1.5,9.75,8.6,0.45,0.5,12.0,45.0,7.222222222,2000
Bay,4/3/2000,1.5,7.6,9.1,0.3,0.7,18.0,,-17.77777778,2000
Bay,5/1/2000,1.0,4.1,7.9,0.3,0.65,19.5,75.0,23.88888889,2000
Bay,5/15/2000,1.2,8.0,8.7,0.4,0.45,23.0,71.0,21.66666667,2000
Bay,6/13/2000,1.5,7.3,8.4,0.4,0.64,26.0,73.7,23.16666667,2000
Bay,6/26/2000,1.5,7.0,8.5,0.5,0.85,26.0,83.0,28.33333333,2000
Bay,7/11/2000,1.0,5.0,8.6,0.4,0.8,27.0,77.0,25.0,2000
Bay,7/24/2000,1.0,6.4,8.2,0.4,0.55,25.0,78.0,25.55555556,2000
Bay,8/10/2000,1.5,6.0,8.1,0.6,0.68,28.0,83.0,28.33333333,2000
Bay,8/22/2000,1.0,7.1,8.7,0.3,0.45,22.0,71.0,21.66666667,2000
Bay,9/6/2000,1.0,5.2,8.6,0.2,0.45,20.0,72.0,22.22222222,2000
Bay,9/18/2000,1.0,5.5,,0.35,0.55,20.0,67.0,19.44444444,2000
Bay,10/4/2000,0.8,7.3,8.6,0.3,0.7,27.0,83.0,28.33333333,2000
Bay,10/26/2000,1.0,5.3,8.8,0.26,0.35,19.5,66.0,18.88888889,2000
Bay,11/1/2000,1.0,4.8,9.2,0.3,0.3,16.0,57.7,14.27777778,2000
Bay,11/14/2000,1.0,7.8,9.9,0.4,0.6,13.0,55.0,12.77777778,2000
Bay,12/11/2000,1.0,10.0,,0.3,0.5,7.5,45.0,7.222222222,2000
Bay,12/18/2000,1.0,9.4,8.8,0.16,,9.5,43.2,6.222222222,2000
A,1/23/2001,1.0,5.7,8.4,0.7,0.7,5.0,38.8,3.777777778,2001
A,2/20/2001,1.0,8.1,7.8,0.75,0.75,10.0,62.0,16.66666667,2001
A,3/15/2001,0.5,7.7,8.0,0.65,0.85,13.5,52.0,11.11111111,2001
A,4/9/2001,1.0,6.8,,0.6,0.95,22.0,72.0,22.22222222,2001
A,5/8/2001,1.0,2.5,9.1,0.2,0.65,22.0,65.0,18.33333333,2001
A,6/5/2001,1.0,5.5,8.7,0.8,0.8,24.0,71.0,21.66666667,2001
A,7/5/2001,3.0,4.2,8.3,0.4,0.65,27.0,76.0,24.44444444,2001
A,7/20/2001,1.5,4.9,9.2,0.5,0.5,26.0,72.0,22.22222222,2001
A,8/8/2001,3.0,4.5,8.5,0.35,1.1,30.0,88.0,31.11111111,2001
A,9/5/2001,3.0,3.0,0.3,0.35,1.1,26.0,76.0,24.44444444,2001
A,9/18/2001,2.0,3.6,8.9,0.65,0.9,24.0,77.0,25.0,2001
A,10/22/2001,3.0,3.8,8.4,0.6,0.85,19.0,70.0,21.11111111,2001
A,11/6/2001,3.0,4.9,8.2,0.6,0.8,14.0,52.9,11.61111111,2001
A,11/20/2001,4.0,6.3,,0.2,0.85,12.0,52.0,11.11111111,2001
A,12/4/2001,,6.3,8.1,0.5,1.0,18.0,55.0,12.77777778,2001
B,1/23/2001,1.0,7.8,8.0,0.3,0.3,6.0,38.8,3.777777778,2001
B,2/20/2001,1.5,9.3,7.7,0.4,0.4,12.0,62.0,16.66666667,2001
B,4/9/2001,1.5,6.5,,0.3,0.3,27.0,72.0,22.22222222,2001
B,5/8/2001,2.0,3.0,8.7,0.01,0.01,25.0,65.0,18.33333333,2001
B,6/5/2001,2.0,4.1,8.5,0.1,0.1,24.0,71.0,21.66666667,2001
B,8/8/2001,3.0,2.3,8.3,0.2,0.2,30.0,84.0,28.88888889,2001
B,9/5/2001,2.5,0.0,7.8,0.1,0.25,25.0,76.0,24.44444444,2001
B,9/18/2001,3.0,1.5,8.5,0.25,0.35,23.0,78.0,25.55555556,2001
B,10/22/2001,3.0,2.6,8.2,0.2,0.2,20.0,69.0,20.55555556,2001
B,11/6/2001,3.5,4.2,8.3,0.2,0.2,13.0,52.9,11.61111111,2001
B,11/20/2001,3.0,5.3,,0.1,0.3,13.0,52.0,11.11111111,2001
B,12/4/2001,,5.9,8.2,0.15,0.2,16.0,55.0,12.77777778,2001
C,1/8/2001,1.0,5.9,8.3,0.55,0.55,5.0,43.0,6.111111111,2001
C,2/6/2001,1.0,6.0,7.9,0.6,0.6,10.0,52.0,11.11111111,2001
C,3/26/2001,1.0,9.9,8.3,0.6,0.6,9.0,41.0,5.0,2001
C,4/24/2001,1.0,4.8,8.1,0.4,0.4,23.0,73.0,22.77777778,2001
C,5/22/2001,3.0,2.5,7.6,0.32,0.32,24.0,72.0,22.22222222,2001
C,6/18/2001,2.0,4.0,8.4,0.3,0.3,27.0,77.0,25.0,2001
C,8/20/2001,2.5,5.5,7.9,0.3,0.3,28.0,80.0,26.66666667,2001
C,10/2/2001,3.0,6.1,8.3,0.25,0.25,23.0,73.0,22.77777778,2001
D,1/8/2001,0.0,9.7,8.8,1.0,1.25,6.0,43.0,6.111111111,2001
D,2/6/2001,0.0,8.4,8.7,1.1,1.4,10.0,52.0,11.11111111,2001
D,3/26/2001,0.0,9.6,9.0,0.7,1.5,10.0,41.0,5.0,2001
D,4/24/2001,0.0,4.1,9.3,0.8,1.4,19.5,72.0,22.22222222,2001
D,5/22/2001,0.0,4.9,8.1,0.7,1.2,23.0,71.0,21.66666667,2001
D,6/18/2001,0.0,5.5,8.7,0.5,0.9,26.0,77.0,25.0,2001
D,8/20/2001,0.0,4.3,8.9,0.2,1.4,27.0,80.0,26.66666667,2001
D,10/2/2001,0.0,3.9,8.7,0.7,1.1,19.0,73.0,22.77777778,2001
Bay,1/8/2001,1.0,8.1,9.2,0.36,0.36,7.0,43.0,6.111111111,2001
Bay,1/23/2001,1.0,9.0,9.3,0.1,0.1,8.0,38.3,3.5,2001
Bay,2/6/2001,1.0,8.5,8.8,0.23,0.33,11.0,51.0,10.55555556,2001
Bay,2/20/2001,1.0,9.2,9.1,0.2,0.35,11.0,61.5,16.38888889,2001
Bay,3/15/2001,1.2,9.25,9.2,0.35,0.6,14.0,51.8,11.0,2001
Bay,3/26/2001,1.0,9.9,9.4,0.25,0.45,10.0,41.7,5.388888889,2001
Bay,4/9/2001,1.0,8.25,,0.3,0.65,21.0,69.0,20.55555556,2001
Bay,4/24/2001,2.0,6.4,9.3,0.3,0.8,20.0,71.0,21.66666667,2001
Bay,5/8/2001,2.0,5.0,8.6,0.15,0.15,21.0,64.0,17.77777778,2001
Bay,5/22/2001,1.0,7.8,8.8,0.4,0.8,20.0,70.0,21.11111111,2001
Bay,6/5/2001,2.0,4.35,9.2,0.4,0.4,23.0,70.9,21.61111111,2001
Bay,6/18/2001,2.0,5.1,8.6,0.4,0.4,25.0,77.0,25.0,2001
Bay,7/5/2001,3.5,5.4,8.7,0.25,0.75,26.0,75.0,23.88888889,2001
Bay,7/20/2001,3.0,7.2,9.8,0.3,0.3,23.0,72.0,22.22222222,2001
Bay,8/8/2001,3.0,4.1,9.1,0.4,0.7,30.0,80.0,26.66666667,2001
Bay,8/20/2001,3.0,4.9,8.7,0.3,0.85,26.0,79.3,26.27777778,2001
Bay,9/5/2001,3.0,4.0,8.5,0.35,0.55,25.0,76.0,24.44444444,2001
Bay,9/18/2001,3.5,4.6,7.7,0.15,0.15,23.0,78.0,25.55555556,2001
Bay,10/2/2001,3.0,4.2,,0.15,0.15,22.0,72.9,22.72222222,2001
Bay,10/22/2001,3.0,4.6,8.6,0.6,0.6,19.0,67.3,19.61111111,2001
Bay,11/6/2001,3.0,5.5,9.5,0.25,0.25,13.0,52.9,11.61111111,2001
Bay,11/20/2001,3.5,3.8,,0.3,0.35,15.0,52.0,11.11111111,2001
