Site_Id,Read_Date,Salinity (ppt),Dissolved Oxygen (mg/L),pH (standard units),Secchi Depth (m),Water Depth (m),Water Temp (?C),Air Temp (?F),AirTemp (C),Year
A,1/22/2002,3.0,2.7,7.8,0.8,1.3,9.0,51.0,10.55555556,2002
A,2/26/2002,2.0,7.6,8.2,1.15,1.15,12.0,59.0,15.0,2002
A,4/30/2002,1.0,2.3,7.5,0.4,1.1,22.0,60.0,15.55555556,2002
A,6/11/2002,2.0,4.2,7.0,0.7,0.7,26.0,72.0,22.22222222,2002
A,9/5/2002,0.0,4.5,7.0,0.6,0.8,26.0,81.0,27.22222222,2002
A,10/31/2002,1.0,6.4,,1.5,1.5,10.5,48.0,8.888888889,2002
A,12/6/2002,2.0,7.7,7.0,0.5,1.0,5.0,38.0,3.333333333,2002
B,1/22/2002,2.5,7.2,7.9,0.45,0.45,8.0,50.0,10.0,2002
B,2/26/2002,3.0,7.8,8.2,0.45,0.45,12.0,58.0,14.44444444,2002
B,4/17/2002,2.0,4.2,8.0,0.1,0.2,27.0,83.0,28.33333333,2002
B,4/30/2002,2.0,3.4,8.5,0.5,0.5,18.0,60.0,15.55555556,2002
B,6/11/2002,3.0,3.3,7.0,0.1,0.1,25.0,71.0,21.66666667,2002
B,9/5/2002,0.0,3.5,7.5,0.28,0.3,27.0,81.0,27.22222222,2002
C,1/10/2002,3.0,6.8,7.0,0.4,0.4,9.5,54.0,12.22222222,2002
C,2/11/2002,2.0,8.4,8.2,0.6,0.6,12.0,,-17.77777778,2002
C,3/28/2002,2.5,7.7,,0.6,0.6,11.5,45.0,7.222222222,2002
C,5/28/2002,3.5,4.6,8.0,0.2,0.2,25.0,70.0,21.11111111,2002
C,6/24/2002,3.0,3.8,8.5,0.2,0.2,28.0,83.0,28.33333333,2002
C,11/15/2002,0.0,5.8,7.0,,,18.0,56.0,13.33333333,2002
C,12/16/2002,0.0,5.6,7.0,0.7,0.7,7.5,,-17.77777778,2002
D,1/10/2002,0.0,10.0,6.8,1.4,1.4,9.0,52.0,11.11111111,2002
D,2/11/2002,0.0,8.3,9.6,1.3,1.45,11.0,,-17.77777778,2002
D,3/28/2002,0.0,7.8,,0.8,1.5,12.0,45.0,7.222222222,2002
D,5/16/2002,0.0,3.9,,0.9,1.5,18.0,64.0,17.77777778,2002
D,5/28/2002,0.0,6.1,6.5,0.3,1.3,24.0,70.0,21.11111111,2002
D,9/20/2002,0.0,4.2,7.0,0.7,1.2,26.0,81.0,27.22222222,2002
D,11/15/2002,0.0,6.1,6.5,,,14.0,54.0,12.22222222,2002
D,12/16/2002,0.0,5.2,6.0,1.1,1.35,6.5,,-17.77777778,2002
Bay,1/22/2002,3.0,9.0,9.0,0.3,0.35,59.0,49.9,9.944444444,2002
Bay,2/11/2002,3.0,5.7,9.9,0.1,0.3,12.0,,-17.77777778,2002
Bay,2/26/2002,3.0,7.6,9.2,0.3,0.35,11.0,57.0,13.88888889,2002
Bay,3/28/2002,3.0,8.3,,0.25,0.35,12.0,45.0,7.222222222,2002
Bay,4/17/2002,3.0,4.4,7.5,0.3,0.7,25.0,80.0,26.66666667,2002
Bay,4/30/2002,3.0,7.3,7.5,0.4,0.65,18.5,58.0,14.44444444,2002
Bay,5/16/2002,2.5,8.3,7.5,0.2,0.7,20.0,62.0,16.66666667,2002
Bay,5/28/2002,3.0,4.5,7.5,0.3,0.55,24.0,70.0,21.11111111,2002
Bay,6/11/2002,3.0,5.9,8.5,0.3,0.65,23.5,70.0,21.11111111,2002
Bay,6/24/2002,4.0,5.1,7.5,0.4,0.75,27.0,82.0,27.77777778,2002
Bay,9/5/2002,3.0,6.5,7.5,0.5,0.7,27.0,80.0,26.66666667,2002
Bay,10/31/2002,4.0,6.3,7.5,0.5,0.5,10.0,47.8,8.777777778,2002
Bay,11/15/2002,0.0,8.1,7.0,,,12.0,54.0,12.22222222,2002
Bay,12/6/2002,2.0,9.6,7.0,0.1,0.1,5.0,37.0,2.777777778,2002
Bay,12/16/2002,2.0,6.8,7.0,0.3,0.6,7.5,49.0,9.444444444,2002
A,1/3/2003,0.0,8.1,6.5,0.9,1.1,15.0,53.0,11.66666667,2003
A,3/20/2003,1.0,6.4,6.5,0.6,1.0,12.0,53.0,11.66666667,2003
A,5/1/2003,0.0,3.9,6.5,0.45,1.15,23.0,75.0,23.88888889,2003
A,6/5/2003,0.0,4.7,6.5,0.5,0.85,24.0,70.0,21.11111111,2003
A,7/1/2003,0.0,2.7,6.5,0.4,1.0,28.0,76.5,24.72222222,2003
A,8/7/2003,0.0,3.0,6.5,0.45,1.0,25.0,80.6,27.0,2003
A,10/2/2003,0.0,5.6,6.5,0.6,0.9,20.0,64.0,17.77777778,2003
A,11/6/2003,0.0,2.9,6.5,0.1,0.8,24.0,76.0,24.44444444,2003
B,1/3/2003,0.0,6.6,7.0,0.2,0.2,13.0,53.0,11.66666667,2003
B,2/20/2003,0.0,6.4,7.5,0.5,0.5,7.0,44.0,6.666666667,2003
B,3/20/2003,2.0,3.2,,0.3,0.3,12.0,33.0,0.555555556,2003
B,5/1/2003,0.0,7.3,7.5,0.6,0.6,25.0,76.0,24.44444444,2003
B,6/5/2003,0.0,8.5,9.5,0.1,0.1,25.1,72.0,22.22222222,2003
B,7/1/2003,0.0,3.6,,0.3,0.3,26.0,77.0,25.0,2003
B,8/7/2003,0.0,3.2,7.0,0.2,0.2,25.0,77.0,25.0,2003
B,10/2/2003,0.5,5.5,7.0,0.15,0.15,18.0,64.0,17.77777778,2003
B,11/6/2003,1.0,4.7,7.0,0.15,0.15,25.0,76.0,24.44444444,2003
B,12/1/2003,1.0,8.8,7.5,0.75,0.2,12.0,58.0,14.44444444,2003
C,3/6/2003,1.0,3.2,7.0,0.7,0.7,14.0,58.0,14.44444444,2003
C,4/21/2003,0.0,5.6,7.0,0.4,0.4,18.0,65.0,18.33333333,2003
C,6/20/2003,0.0,4.5,7.0,0.5,0.5,24.0,73.0,22.77777778,2003
C,7/17/2003,0.0,4.7,7.0,0.35,0.35,28.0,75.0,23.88888889,2003
C,9/4/2003,0.0,4.7,7.0,0.15,0.15,27.0,83.0,28.33333333,2003
C,10/23/2003,1.0,5.6,7.5,0.15,0.15,14.0,58.0,14.44444444,2003
C,12/15/2003,,6.8,7.0,0.5,0.5,8.0,48.0,8.888888889,2003
D,2/3/2003,0.0,7.4,6.0,1.2,1.5,6.0,46.0,7.777777778,2003
D,4/21/2003,0.0,6.8,,1.1,1.5,16.0,65.0,18.33333333,2003
D,6/20/2003,0.0,4.3,6.0,0.5,1.5,25.0,72.7,22.61111111,2003
D,7/17/2003,0.0,2.9,6.5,0.5,1.4,28.0,75.0,23.88888889,2003
D,9/4/2003,0.0,4.7,6.5,0.5,1.5,28.0,82.0,27.77777778,2003
D,10/23/2003,1.0,4.4,6.5,1.1,1.5,14.0,57.0,13.88888889,2003
D,11/20/2003,1.0,6.5,6.5,1.2,1.4,14.5,56.0,13.33333333,2003
D,12/15/2003,2.0,7.1,6.0,1.5,1.7,12.0,48.0,8.888888889,2003
Bay,1/3/2003,0.0,5.1,7.0,0.3,0.6,14.0,52.0,11.11111111,2003
Bay,2/3/2003,0.0,6.6,7.0,0.4,0.4,7.0,45.9,7.722222222,2003
Bay,3/6/2003,1.0,4.1,6.5,0.3,0.9,14.0,59.9,15.5,2003
Bay,3/20/2003,2.0,3.8,7.0,0.2,0.3,11.0,52.9,11.61111111,2003
Bay,4/21/2003,1.0,5.8,7.0,0.3,0.6,16.0,64.9,18.27777778,2003
Bay,5/22/2003,2.0,6.3,6.5,0.3,0.5,20.0,60.4,15.77777778,2003
Bay,6/20/2003,0.0,4.1,7.0,0.4,0.8,24.0,72.1,22.27777778,2003
Bay,7/1/2003,0.0,5.2,6.5,0.4,0.7,27.0,26.5,-3.055555556,2003
Bay,7/17/2003,0.0,3.8,6.5,0.4,0.8,26.0,74.0,23.33333333,2003
Bay,8/7/2003,0.0,7.0,7.2,0.5,0.9,25.0,77.0,25.0,2003
Bay,9/4/2003,4.0,3.7,7.0,0.5,0.75,27.0,81.9,27.72222222,2003
Bay,10/23/2003,1.0,5.8,6.5,0.4,0.55,14.0,57.0,13.88888889,2003
Bay,11/6/2003,1.0,6.5,6.5,0.75,0.75,23.0,76.3,24.61111111,2003
Bay,11/20/2003,3.0,8.8,6.5,0.4,0.6,14.0,56.0,13.33333333,2003
Bay,12/1/2003,3.0,8.7,6.5,0.2,0.75,11.0,58.0,14.44444444,2003
Bay,12/15/2003,2.0,6.9,6.0,0.4,0.7,8.0,47.0,8.333333333,2003
A,1/4/2004,1.0,8.5,7.0,0.65,1.05,5.0,33.0,0.555555556,2004
A,2/5/2004,1.0,7.0,7.0,0.8,1.1,60.0,43.0,6.111111111,2004
A,3/4/2004,0.0,7.5,7.0,1.0,1.2,16.0,64.0,17.77777778,2004
A,4/1/2004,0.0,6.7,7.0,0.6,1.0,13.0,54.0,12.22222222,2004
A,5/13/2004,0.0,3.9,6.0,0.7,0.8,26.0,77.0,25.0,2004
A,6/17/2004,0.0,2.9,6.5,0.5,0.5,26.0,77.0,25.0,2004
A,8/19/2004,0.0,3.0,6.5,0.95,0.95,27.0,80.0,26.66666667,2004
A,9/16/2004,0.0,3.6,6.5,0.4,0.8,26.0,29.0,-1.666666667,2004
A,11/18/2004,0.0,8.0,7.0,0.6,0.6,10.0,51.0,10.55555556,2004
A,12/16/2004,2.0,6.3,7.0,0.9,1.0,5.0,34.0,1.111111111,2004
B,1/4/2004,1.0,8.5,7.0,0.2,0.2,4.0,33.0,0.555555556,2004
B,2/5/2004,1.0,6.6,7.0,0.25,0.25,5.0,43.0,6.111111111,2004
B,3/4/2004,0.0,5.4,7.0,0.2,0.2,16.0,65.0,18.33333333,2004
B,4/1/2004,1.0,7.2,8.0,0.3,0.3,13.0,54.0,12.22222222,2004
B,5/13/2004,0.0,3.1,9.0,0.2,0.2,28.0,26.0,-3.333333333,2004
B,7/22/2004,0.0,3.1,8.0,0.1,0.1,28.5,81.0,27.22222222,2004
B,8/19/2004,0.0,2.8,6.5,0.2,0.2,28.0,82.0,27.77777778,2004
B,9/16/2004,0.0,3.7,7.0,0.2,0.2,26.0,29.0,-1.666666667,2004
B,10/21/2004,2.0,4.5,7.0,0.3,0.3,17.0,63.0,17.22222222,2004
B,11/18/2004,0.0,5.3,7.0,0.2,0.2,11.0,,-17.77777778,2004
B,12/16/2004,4.0,5.7,7.5,0.2,0.2,4.0,35.0,1.666666667,2004
C,1/20/2004,2.0,10.0,,0.5,0.5,3.0,40.0,4.444444444,2004
C,2/19/2004,1.0,9.1,7.0,0.5,0.6,6.0,11.5,-11.38888889,2004
C,3/18/2004,1.0,6.7,7.0,0.6,0.6,10.0,45.0,7.222222222,2004
C,4/16/2004,1.0,7.4,7.5,0.4,0.4,14.0,52.0,11.11111111,2004
C,6/3/2004,0.0,4.2,7.5,0.3,0.3,26.0,80.0,26.66666667,2004
C,7/8/2004,0.0,3.0,7.5,0.5,0.5,29.0,80.0,26.66666667,2004
C,8/5/2004,0.0,2.9,6.5,0.6,0.6,29.0,83.0,28.33333333,2004
C,10/1/2004,0.0,5.3,7.5,0.3,0.3,23.0,72.0,22.22222222,2004
C,11/5/2004,0.0,6.2,7.0,0.5,0.5,15.0,57.0,13.88888889,2004
C,12/2/2004,1.0,4.2,7.0,0.5,0.5,12.0,55.0,12.77777778,2004
D,1/20/2004,0.0,10.0,6.5,1.4,1.4,4.0,40.0,4.444444444,2004
D,2/19/2004,1.0,10.1,6.5,1.5,1.5,6.0,37.0,2.777777778,2004
D,4/16/2004,1.0,5.8,6.5,0.9,1.5,14.0,52.0,11.11111111,2004
D,4/29/2004,0.0,4.9,6.5,1.1,1.35,19.0,62.0,16.66666667,2004
D,6/3/2004,0.0,4.5,6.5,0.7,1.3,26.0,78.0,25.55555556,2004
D,7/8/2004,0.0,2.6,6.5,0.6,1.65,29.0,78.0,25.55555556,2004
D,8/5/2004,0.0,3.1,6.5,0.5,1.6,28.0,82.0,27.77777778,2004
D,9/2/2004,0.0,3.0,6.5,0.4,1.4,25.2,78.0,25.55555556,2004
D,10/1/2004,0.0,6.4,6.5,0.6,1.5,24.0,72.0,22.22222222,2004
D,10/21/2004,1.0,3.3,6.5,0.8,0.8,17.0,63.0,17.22222222,2004
D,12/2/2004,0.0,7.25,6.5,1.5,1.5,12.0,54.0,12.22222222,2004
D,12/16/2004,,3.0,6.5,1.5,1.5,5.0,35.0,1.666666667,2004
Bay,1/9/2004,1.0,8.2,6.5,0.4,0.4,6.0,33.0,0.555555556,2004
Bay,1/20/2004,1.0,9.5,6.5,0.2,0.3,7.0,40.0,4.444444444,2004
Bay,2/5/2004,0.0,5.9,6.5,0.2,0.25,15.5,43.0,6.111111111,2004
Bay,2/19/2004,1.0,7.5,7.0,0.1,0.1,6.0,37.0,2.777777778,2004
Bay,3/4/2004,1.0,3.7,6.5,0.1,0.5,15.0,64.0,17.77777778,2004
Bay,3/18/2004,0.0,7.7,6.5,0.2,0.45,9.0,43.3,6.277777778,2004
Bay,4/1/2004,0.0,7.6,7.0,0.1,0.1,14.0,52.5,11.38888889,2004
Bay,4/16/2004,1.0,5.7,6.5,0.2,0.5,13.0,52.0,11.11111111,2004
Bay,4/29/2004,0.0,7.1,6.5,0.35,0.45,16.0,62.0,16.66666667,2004
Bay,6/3/2004,0.0,4.8,6.5,0.5,0.7,26.0,77.0,25.0,2004
Bay,6/17/2004,0.0,3.3,6.5,0.5,0.8,25.0,77.0,25.0,2004
Bay,7/8/2004,1.0,4.7,6.5,0.5,0.6,27.0,77.0,25.0,2004
Bay,7/22/2004,2.0,3.1,6.5,0.5,0.55,27.0,79.0,26.11111111,2004
Bay,8/5/2004,0.0,3.15,6.5,0.55,0.6,27.0,81.5,27.5,2004
Bay,8/19/2004,0.0,4.75,6.5,0.4,0.8,26.0,79.9,26.61111111,2004
Bay,9/2/2004,0.0,5.2,6.5,0.4,0.6,24.0,78.0,25.55555556,2004
Bay,9/16/2004,0.0,4.0,6.5,0.45,0.65,24.0,29.0,-1.666666667,2004
Bay,10/1/2004,1.0,4.3,7.0,0.4,0.7,23.0,71.8,22.11111111,2004
Bay,10/21/2004,1.0,5.8,6.5,0.6,0.7,18.0,63.0,17.22222222,2004
Bay,11/5/2004,1.0,5.9,6.5,0.5,0.6,14.0,57.0,13.88888889,2004
Bay,11/18/2004,0.0,5.9,6.5,0.5,0.5,11.0,51.0,10.55555556,2004
Bay,12/2/2004,0.0,6.3,6.5,0.4,0.65,11.0,53.6,12.0,2004
Bay,12/16/2004,2.0,5.2,6.5,0.3,0.3,4.0,33.0,0.555555556,2004
A,2/3/2005,0.0,5.5,7.0,0.8,0.8,5.0,38.0,3.333333333,2005
A,3/3/2005,1.0,6.2,7.0,1.1,1.1,5.0,34.0,1.111111111,2005
A,4/21/2005,0.0,3.3,7.0,0.3,0.9,19.0,70.0,21.11111111,2005
A,5/24/2005,0.0,4.7,7.0,0.6,0.75,20.0,62.0,16.66666667,2005
A,7/14/2005,0.0,2.2,6.0,0.8,0.8,28.0,,-17.77777778,2005
A,10/7/2005,0.0,3.4,6.5,0.6,0.8,24.0,77.0,25.0,2005
A,12/1/2005,0.0,7.0,6.5,0.9,0.9,10.0,45.0,7.222222222,2005
B,2/3/2005,0.0,6.7,7.0,0.3,0.3,34.5,38.0,3.333333333,2005
B,3/3/2005,2.0,5.3,7.0,0.3,0.3,5.0,34.0,1.111111111,2005
B,4/21/2005,0.0,5.4,8.5,0.2,0.2,20.0,71.0,21.66666667,2005
B,5/24/2005,0.0,6.0,9.0,0.1,0.1,20.0,62.0,16.66666667,2005
B,7/14/2005,0.0,3.5,6.0,0.1,0.1,28.0,,-17.77777778,2005
B,9/8/2005,0.0,2.4,7.0,0.1,0.1,26.0,74.0,23.33333333,2005
B,10/7/2005,0.0,4.5,7.0,0.1,0.1,25.0,77.0,25.0,2005
B,11/3/2005,0.0,5.7,6.5,0.15,0.15,13.0,59.0,15.0,2005
B,12/1/2005,0.0,6.1,7.0,0.5,0.5,13.0,45.0,7.222222222,2005
C,1/6/2005,1.0,4.3,7.0,0.4,0.4,13.0,58.0,14.44444444,2005
C,2/17/2005,1.0,5.3,7.0,0.6,0.6,12.0,45.0,7.222222222,2005
C,3/10/2005,1.0,6.9,7.0,0.7,0.7,6.0,45.0,7.222222222,2005
C,6/3/2005,0.0,4.4,8.0,0.7,0.7,18.0,64.0,17.77777778,2005
C,6/16/2005,0.0,4.8,8.5,0.6,0.6,34.0,88.0,31.11111111,2005
C,7/1/2005,0.0,5.1,8.5,0.6,0.6,31.0,,-17.77777778,2005
C,8/11/2005,0.0,5.2,7.5,0.1,0.1,32.0,86.0,30.0,2005
C,8/24/2005,0.0,3.6,7.0,0.3,0.3,25.0,73.0,22.77777778,2005
C,9/22/2005,0.0,2.6,6.5,0.2,0.2,25.0,78.0,25.55555556,2005
C,10/27/2005,0.0,5.0,7.0,0.35,0.35,14.0,,-17.77777778,2005
C,11/10/2005,0.0,5.0,7.0,0.3,0.3,17.0,59.0,15.0,2005
D,1/6/2005,0.0,7.6,6.5,1.4,1.4,13.0,58.0,14.44444444,2005
D,2/17/2005,0.0,6.6,6.5,1.3,1.5,10.0,44.0,6.666666667,2005
D,3/10/2005,1.0,7.7,6.5,1.2,1.4,6.0,44.0,6.666666667,2005
D,5/5/2005,0.0,5.2,6.5,1.0,1.4,17.0,58.0,14.44444444,2005
D,6/3/2005,0.0,5.0,6.5,1.0,1.5,18.0,63.0,17.22222222,2005
D,6/16/2005,0.0,4.3,6.5,0.8,1.4,34.0,88.0,31.11111111,2005
D,7/1/2005,0.0,2.7,6.5,0.9,1.3,30.0,,-17.77777778,2005
D,7/21/2005,0.0,4.3,6.5,0.7,1.5,32.0,83.0,28.33333333,2005
D,8/11/2005,0.0,2.9,6.5,0.4,0.8,31.0,85.0,29.44444444,2005
D,8/24/2005,0.0,2.5,,0.7,1.5,27.0,73.0,22.77777778,2005
D,9/22/2005,0.0,3.9,6.5,0.7,1.0,26.0,78.0,25.55555556,2005
D,10/27/2005,0.0,5.9,6.5,1.0,1.4,14.0,51.0,10.55555556,2005
D,11/10/2005,0.0,5.9,6.5,0.9,1.3,17.0,59.0,15.0,2005
D,12/15/2005,0.0,10.0,6.5,0.8,0.9,5.0,46.0,7.777777778,2005
Bay,1/6/2005,1.0,5.9,6.0,0.4,0.5,12.0,57.7,14.27777778,2005
Bay,2/3/2005,0.0,7.3,6.5,0.15,0.15,6.0,37.4,3.0,2005
Bay,2/17/2005,0.0,6.3,6.5,0.3,0.5,9.0,44.0,6.666666667,2005
Bay,3/10/2005,1.0,7.4,6.0,0.2,0.4,6.0,44.0,6.666666667,2005
Bay,4/21/2005,0.0,5.2,6.0,0.2,0.5,19.0,70.0,21.11111111,2005
Bay,5/5/2005,0.0,6.9,6.5,0.4,0.4,15.0,58.0,14.44444444,2005
Bay,5/24/2005,0.0,6.3,6.5,0.4,0.6,20.0,61.0,16.11111111,2005
Bay,6/3/2005,0.0,6.6,6.5,0.6,0.7,18.0,63.0,17.22222222,2005
Bay,6/16/2005,,5.4,7.0,0.55,0.65,30.0,87.4,30.77777778,2005
Bay,7/1/2005,0.0,4.3,6.5,0.07,0.07,27.0,,-17.77777778,2005
Bay,7/14/2005,0.0,3.6,6.0,0.6,0.7,25.0,27.0,-2.777777778,2005
Bay,7/21/2005,0.0,5.7,6.0,0.6,0.6,28.0,83.0,28.33333333,2005
Bay,8/11/2005,0.0,3.7,6.5,0.6,0.6,27.0,85.0,29.44444444,2005
Bay,8/24/2005,0.0,4.9,6.0,0.45,0.45,25.0,73.0,22.77777778,2005
Bay,9/8/2005,0.0,5.0,6.5,0.1,0.1,74.0,76.0,24.44444444,2005
Bay,9/22/2005,0.0,4.3,6.0,0.5,0.7,25.0,78.0,25.55555556,2005
Bay,10/7/2005,0.0,5.3,6.5,0.6,0.7,24.0,72.0,22.22222222,2005
Bay,10/27/2005,0.0,6.2,6.5,0.5,0.5,16.0,51.0,10.55555556,2005
Bay,11/3/2005,0.0,5.7,6.5,0.5,0.5,14.0,57.0,13.88888889,2005
Bay,11/10/2005,0.0,6.6,6.5,0.5,0.7,18.0,59.0,15.0,2005
Bay,12/1/2005,0.0,7.2,6.5,0.45,0.45,11.0,43.0,6.111111111,2005
Bay,12/15/2005,0.0,7.6,6.5,0.2,0.2,6.0,46.0,7.777777778,2005
A,1/19/2006,0.0,7.7,6.5,1.1,1.1,9.0,46.0,7.777777778,2006
A,2/9/2006,0.0,8.6,7.0,1.0,1.1,7.0,39.2,4.0,2006
A,3/15/2006,0.0,7.8,7.0,1.0,1.0,14.0,44.6,7.0,2006
A,6/1/2006,0.0,5.0,7.0,0.7,0.7,20.0,77.0,25.0,2006
A,7/6/2006,0.0,3.6,6.5,0.9,1.0,28.0,73.4,23.0,2006
A,7/27/2006,0.0,2.0,6.5,,,28.0,79.0,26.11111111,2006
A,9/7/2006,0.0,3.7,6.5,,,24.0,70.0,21.11111111,2006
A,10/5/2006,0.0,6.3,,0.8,0.8,23.0,74.0,23.33333333,2006
A,11/16/2006,0.0,6.0,6.5,0.6,0.95,17.0,65.0,18.33333333,2006
A,12/14/2006,0.0,7.8,,0.65,0.75,13.0,58.0,14.44444444,2006
B,1/19/2006,0.0,5.7,7.0,0.2,0.2,8.0,46.0,7.777777778,2006
B,3/15/2006,0.0,7.7,7.0,0.2,0.2,12.0,48.2,9.0,2006
B,4/21/2006,0.0,8.0,7.0,0.2,0.2,18.0,62.6,17.0,2006
B,6/1/2006,0.0,4.4,7.0,0.1,0.1,26.0,77.0,25.0,2006
B,6/16/2006,0.0,3.8,6.0,0.4,0.4,23.0,68.0,20.0,2006
B,7/6/2006,0.0,4.7,6.5,0.2,0.2,27.0,73.4,23.0,2006
B,7/27/2006,0.0,2.9,6.5,0.2,0.2,29.0,79.0,26.11111111,2006
B,9/7/2006,0.0,3.5,6.5,0.2,0.2,25.0,70.0,21.11111111,2006
B,10/5/2006,0.0,8.2,7.0,0.4,0.4,23.0,73.0,22.77777778,2006
