Site_Id,Read_Date,Salinity (ppt),Dissolved Oxygen (mg/L),pH (standard units),Secchi Depth (m),Water Depth (m),Water Temp (?C),Air Temp (?F),AirTemp (C),Year
Bay,12/1/2009,0.0,7.8,6.5,0.82,0.88,10.0,46.0,7.777777778,2009
Bay,12/15/2009,,2.0,6.3,0.7,0.8,11.0,51.0,10.55555556,2009
A,3/16/2010,0.0,5.7,6.0,0.5,0.7,12.0,44.0,6.666666667,2010
A,4/23/2010,0.0,4.0,6.5,0.5,0.6,18.0,59.0,15.0,2010
A,5/19/2010,0.0,4.6,6.5,0.6,0.7,20.0,59.0,15.0,2010
A,6/15/2010,0.0,4.5,6.5,0.5,0.5,29.0,81.0,27.22222222,2010
A,7/20/2010,0.0,4.1,6.5,0.5,0.9,28.0,84.0,28.88888889,2010
A,8/17/2010,0.0,4.2,6.5,0.8,0.9,28.0,86.0,30.0,2010
A,9/22/2010,0.0,4.0,7.5,0.5,0.8,26.0,75.0,23.88888889,2010
A,11/16/2010,0.0,8.2,6.5,0.9,0.9,14.0,60.0,15.55555556,2010
B,3/16/2010,0.0,8.1,7.0,0.55,0.6,11.0,44.0,6.666666667,2010
B,4/23/2010,0.0,4.0,6.5,0.4,0.4,16.0,60.0,15.55555556,2010
B,5/19/2010,0.0,5.2,7.5,0.4,0.4,16.0,59.0,15.0,2010
B,6/15/2010,0.0,4.2,7.0,0.2,0.2,28.0,81.0,27.22222222,2010
B,7/20/2010,0.0,3.7,7.0,0.4,0.4,29.0,84.0,28.88888889,2010
B,9/22/2010,0.0,3.2,9.0,0.2,0.35,26.0,75.0,23.88888889,2010
B,11/16/2010,0.0,4.3,8.5,0.2,0.2,16.0,60.0,15.55555556,2010
B,12/21/2010,0.0,4.3,7.0,0.4,0.4,3.0,31.0,-0.555555556,2010
C,3/5/2010,0.0,9.5,6.5,0.6,0.6,7.0,40.0,4.444444444,2010
C,4/6/2010,0.0,5.1,6.5,0.5,0.5,22.0,72.0,22.22222222,2010
C,5/6/2010,0.0,4.9,6.5,0.3,0.3,24.0,76.0,24.44444444,2010
C,6/1/2010,0.0,5.1,7.0,0.3,0.3,25.0,77.0,25.0,2010
C,7/8/2010,0.0,5.2,7.5,0.4,0.4,30.0,82.0,27.77777778,2010
C,8/3/2010,0.0,4.5,6.5,0.4,0.4,28.0,83.0,28.33333333,2010
C,9/2/2010,0.0,2.3,7.0,0.6,0.6,27.0,76.0,24.44444444,2010
C,11/2/2010,0.0,7.3,7.5,0.5,0.5,13.0,55.0,12.77777778,2010
C,12/7/2010,0.0,8.8,7.0,0.5,0.5,2.0,30.0,-1.111111111,2010
D,2/5/2010,,9.5,6.5,0.6,1.2,5.0,39.0,3.888888889,2010
D,3/5/2010,0.0,8.7,6.5,1.2,1.5,6.0,40.0,4.444444444,2010
D,4/6/2010,0.0,6.3,6.0,0.7,1.7,22.0,72.0,22.22222222,2010
D,5/6/2010,0.0,5.0,6.5,0.8,1.5,25.0,76.0,24.44444444,2010
D,6/1/2010,0.0,5.2,6.0,0.7,1.5,25.0,77.0,25.0,2010
D,7/8/2010,0.0,5.2,6.5,0.7,1.2,31.0,81.0,27.22222222,2010
D,8/3/2010,0.0,6.0,6.5,0.8,1.2,28.0,82.0,27.77777778,2010
D,9/2/2010,0.0,2.7,6.5,0.85,1.2,26.0,76.0,24.44444444,2010
D,10/14/2010,0.0,5.9,6.5,0.8,1.3,19.0,68.0,20.0,2010
D,11/2/2010,0.0,7.2,6.5,1.0,1.4,13.0,55.0,12.77777778,2010
D,12/7/2010,0.0,10.3,6.0,1.1,1.1,2.0,30.0,-1.111111111,2010
Bay,1/7/2010,0.0,7.0,6.5,,,4.0,30.0,-1.111111111,2010
Bay,2/5/2010,,7.0,6.5,0.4,0.4,5.0,39.0,3.888888889,2010
Bay,3/5/2010,0.0,7.7,6.5,0.2,0.4,10.0,40.0,4.444444444,2010
Bay,3/16/2010,0.0,7.9,6.5,0.3,0.8,10.0,44.0,6.666666667,2010
Bay,4/6/2010,1.0,5.9,6.5,0.8,1.0,20.0,72.0,22.22222222,2010
Bay,4/23/2010,1.0,6.7,6.5,0.6,0.6,16.0,58.0,14.44444444,2010
Bay,5/6/2010,0.0,6.5,7.0,0.75,0.9,23.0,76.0,24.44444444,2010
Bay,5/19/2010,0.0,7.0,6.5,0.5,0.6,17.0,59.0,15.0,2010
Bay,6/1/2010,0.0,6.8,7.0,0.7,0.9,25.0,77.0,25.0,2010
Bay,6/15/2010,0.0,5.4,7.0,0.5,0.5,28.0,80.0,26.66666667,2010
Bay,7/8/2010,0.0,3.6,8.5,0.4,0.45,29.0,81.0,27.22222222,2010
Bay,7/20/2010,0.0,3.9,7.0,0.7,1.0,27.0,82.0,27.77777778,2010
Bay,8/3/2010,0.0,5.1,7.0,0.5,0.5,26.0,82.0,27.77777778,2010
Bay,8/17/2010,0.0,3.1,8.0,0.5,0.9,27.0,86.0,30.0,2010
Bay,9/2/2010,0.0,3.3,7.0,0.5,0.7,26.0,76.0,24.44444444,2010
Bay,9/22/2010,0.0,5.0,8.5,0.6,0.8,26.0,74.0,23.33333333,2010
Bay,10/14/2010,0.0,3.9,7.5,0.5,0.8,19.0,,-17.77777778,2010
Bay,11/2/2010,0.0,5.0,7.5,0.4,0.4,12.0,55.0,12.77777778,2010
Bay,11/16/2010,0.0,6.7,8.0,0.5,0.8,15.0,60.0,15.55555556,2010
Bay,12/7/2010,0.0,5.7,7.0,0.3,0.5,4.0,30.0,-1.111111111,2010
A,2/8/2011,0.0,3.9,6.5,,,7.0,46.0,7.777777778,2011
A,3/24/2011,0.0,3.0,6.5,0.4,1.0,14.0,48.0,8.888888889,2011
A,4/28/2011,0.0,4.0,6.5,0.3,0.3,24.0,76.0,24.44444444,2011
A,5/26/2011,0.0,2.4,7.5,0.7,0.8,28.0,79.0,26.11111111,2011
A,6/23/2011,0.0,5.7,7.5,0.5,0.8,27.0,87.0,30.55555556,2011
A,7/28/2011,0.0,3.2,7.5,0.8,0.8,31.0,87.0,30.55555556,2011
A,9/8/2011,0.0,5.0,6.5,0.5,0.8,27.0,78.0,25.55555556,2011
A,10/13/2011,0.0,4.0,6.5,0.7,0.8,22.0,75.0,23.88888889,2011
A,11/10/2011,0.0,8.6,,0.6,0.8,19.0,60.0,15.55555556,2011
A,12/8/2011,0.0,8.0,7.0,0.8,0.9,12.0,47.0,8.333333333,2011
B,1/4/2011,0.0,7.2,6.5,0.4,0.4,5.0,32.0,0.0,2011
B,2/8/2011,0.0,3.6,7.0,,,9.0,46.0,7.777777778,2011
B,3/24/2011,0.0,3.9,7.0,0.5,0.5,14.0,48.0,8.888888889,2011
B,5/26/2011,0.0,1.5,,0.2,0.4,27.0,79.0,26.11111111,2011
B,6/23/2011,0.0,5.8,8.0,0.3,0.3,27.0,89.0,31.66666667,2011
B,7/28/2011,0.0,2.4,7.0,0.4,0.4,30.0,85.0,29.44444444,2011
B,9/8/2011,0.0,3.1,6.5,0.1,0.2,27.0,78.0,25.55555556,2011
B,10/13/2011,0.0,3.0,7.0,0.05,0.05,22.0,75.0,23.88888889,2011
B,11/10/2011,0.0,7.9,7.5,0.2,0.2,19.0,60.0,15.55555556,2011
B,12/8/2011,0.0,5.0,7.0,0.1,0.4,13.0,47.0,8.333333333,2011
C,1/18/2011,0.0,5.1,6.5,0.6,0.8,5.0,40.0,4.444444444,2011
C,3/3/2011,0.0,3.9,7.5,,,7.0,38.0,3.333333333,2011
C,4/14/2011,0.0,5.6,8.0,0.3,0.3,19.0,58.0,14.44444444,2011
C,4/28/2011,0.0,3.6,7.0,0.17,0.17,23.0,76.0,24.44444444,2011
C,5/12/2011,0.0,3.7,9.0,,,23.0,66.0,18.88888889,2011
D,1/18/2011,0.0,10.0,6.5,1.4,1.4,6.0,39.0,3.888888889,2011
D,3/3/2011,,5.0,6.0,,,8.0,38.0,3.333333333,2011
D,4/14/2011,0.0,6.9,6.5,0.9,1.4,19.0,58.0,14.44444444,2011
D,5/12/2011,0.0,3.7,6.5,,,19.0,65.0,18.33333333,2011
D,6/9/2011,0.0,4.8,7.0,0.6,1.2,29.0,85.0,29.44444444,2011
D,7/14/2011,0.0,5.6,6.5,0.8,1.1,27.0,76.0,24.44444444,2011
D,8/11/2011,0.0,2.0,7.0,0.9,0.9,29.0,82.0,27.77777778,2011
D,9/22/2011,0.0,4.6,6.5,0.6,1.4,25.0,78.0,25.55555556,2011
D,11/22/2011,0.0,8.0,,0.8,0.9,15.0,61.0,16.11111111,2011
D,12/22/2011,0.0,9.8,7.0,1.0,1.4,16.0,60.0,15.55555556,2011
Bay,1/4/2011,0.0,3.1,6.5,0.2,0.45,5.0,31.0,-0.555555556,2011
Bay,1/18/2011,0.0,6.2,7.0,0.2,0.6,7.0,39.0,3.888888889,2011
Bay,2/8/2011,0.0,3.8,6.5,0.2,0.6,8.0,46.0,7.777777778,2011
Bay,3/3/2011,0.0,3.7,7.0,,,8.0,40.0,4.444444444,2011
Bay,3/24/2011,0.0,3.3,7.0,0.2,0.55,33.0,52.0,11.11111111,2011
Bay,4/14/2011,0.0,3.5,7.0,0.4,0.6,16.5,58.0,14.44444444,2011
Bay,4/28/2011,0.0,5.2,7.0,0.3,1.3,23.0,76.0,24.44444444,2011
Bay,5/12/2011,0.0,4.5,7.0,,,18.0,65.0,18.33333333,2011
Bay,5/26/2011,0.0,3.7,7.5,0.5,0.9,25.0,79.0,26.11111111,2011
Bay,6/9/2011,0.0,3.2,8.0,0.4,0.8,27.0,85.0,29.44444444,2011
Bay,6/23/2011,0.0,5.6,8.0,0.5,0.9,26.0,80.0,26.66666667,2011
Bay,7/14/2011,0.0,3.0,8.5,0.4,0.6,26.0,75.0,23.88888889,2011
Bay,7/28/2011,0.0,2.0,9.0,0.5,0.7,29.0,85.0,29.44444444,2011
Bay,8/11/2011,0.0,3.5,9.0,0.4,0.7,28.0,82.0,27.77777778,2011
Bay,9/8/2011,0.0,5.0,7.0,0.6,1.1,26.0,78.0,25.55555556,2011
Bay,9/22/2011,0.0,5.3,8.0,0.5,0.7,24.0,78.0,25.55555556,2011
Bay,10/13/2011,0.0,4.2,7.5,0.5,0.7,21.0,75.0,23.88888889,2011
Bay,10/27/2011,0.0,7.4,7.5,0.5,0.9,16.0,62.0,16.66666667,2011
Bay,11/10/2011,0.0,5.2,7.5,0.7,0.7,16.0,60.0,15.55555556,2011
Bay,11/22/2011,0.0,7.3,7.0,0.2,0.6,16.0,61.0,16.11111111,2011
Bay,12/8/2011,0.0,7.9,7.0,0.35,0.7,12.0,47.0,8.333333333,2011
Bay,12/22/2011,0.0,7.8,7.0,0.3,0.7,17.0,60.0,15.55555556,2011
A,1/11/2012,0.0,8.2,6.5,0.9,0.9,12.0,53.0,11.66666667,2012
A,2/9/2012,0.0,5.8,7.0,1.0,1.0,8.0,39.0,3.888888889,2012
A,3/1/2012,0.0,4.3,7.5,,,16.0,70.0,21.11111111,2012
A,4/12/2012,0.0,7.0,7.0,0.6,0.7,14.0,51.0,10.55555556,2012
A,5/10/2012,0.0,4.5,7.0,0.7,0.9,21.0,63.0,17.22222222,2012
A,6/14/2012,0.0,4.9,7.0,0.6,0.7,22.0,69.0,20.55555556,2012
A,8/9/2012,0.0,3.0,7.0,0.5,0.9,28.0,80.0,26.66666667,2012
A,9/4/2012,0.0,4.3,6.5,0.7,0.7,28.0,80.0,26.66666667,2012
A,11/29/2012,0.0,9.0,6.5,0.2,0.2,8.0,48.0,8.888888889,2012
B,1/11/2012,0.0,6.0,7.0,0.3,0.3,11.0,54.0,12.22222222,2012
B,2/9/2012,0.0,7.5,7.0,0.3,0.3,8.0,39.0,3.888888889,2012
B,3/1/2012,0.0,6.3,7.5,0.2,0.4,16.0,69.0,20.55555556,2012
B,4/12/2012,0.0,7.0,7.5,0.3,0.3,13.0,51.0,10.55555556,2012
B,5/10/2012,0.0,6.7,7.0,0.5,0.5,20.0,64.0,17.77777778,2012
B,6/14/2012,0.0,4.5,7.5,0.2,0.2,22.0,70.0,21.11111111,2012
B,8/9/2012,0.0,2.9,7.5,0.3,0.4,27.0,80.0,26.66666667,2012
B,10/19/2012,0.0,7.1,7.0,0.4,0.4,20.0,70.0,21.11111111,2012
B,11/29/2012,0.0,9.7,7.0,0.4,0.4,9.0,49.0,9.444444444,2012
D,1/26/2012,0.0,7.2,6.5,1.2,1.4,11.0,50.0,10.0,2012
D,2/21/2012,0.0,10.0,6.5,1.0,1.5,8.0,46.0,7.777777778,2012
D,3/8/2012,0.0,9.5,6.5,1.2,1.5,14.0,58.0,14.44444444,2012
D,4/26/2012,0.0,7.4,6.5,0.8,1.4,17.0,63.0,17.22222222,2012
D,5/24/2012,0.0,6.1,6.5,0.9,1.5,25.0,72.0,22.22222222,2012
D,6/28/2012,0.0,5.0,6.5,0.6,1.3,27.0,73.0,22.77777778,2012
D,7/19/2012,0.0,4.2,7.0,0.8,1.4,30.0,82.0,27.77777778,2012
D,8/23/2012,0.0,5.5,6.5,0.7,1.4,26.0,76.0,24.44444444,2012
D,9/13/2012,,5.2,6.5,1.0,1.25,23.0,70.0,21.11111111,2012
D,10/4/2012,0.0,5.8,6.5,0.9,1.2,24.0,75.0,23.88888889,2012
D,10/19/2012,0.0,5.5,7.5,0.6,0.8,22.0,70.0,21.11111111,2012
D,11/8/2012,0.0,8.6,6.0,0.5,1.5,9.0,45.0,7.222222222,2012
D,12/13/2012,0.0,8.8,6.5,0.9,1.6,9.0,48.0,8.888888889,2012
Bay,1/11/2012,0.0,6.9,7.5,0.2,0.7,12.0,54.0,12.22222222,2012
Bay,1/26/2012,0.0,6.5,7.0,0.2,0.8,11.0,50.0,10.0,2012
Bay,2/9/2012,0.0,5.3,7.5,0.2,0.3,8.0,39.0,3.888888889,2012
Bay,2/21/2012,0.0,6.2,7.0,0.2,0.2,8.0,46.0,7.777777778,2012
Bay,3/8/2012,0.0,7.2,7.0,0.4,0.6,13.0,58.0,14.44444444,2012
Bay,4/12/2012,0.0,6.5,8.0,0.4,0.6,11.0,51.0,10.55555556,2012
Bay,4/26/2012,0.0,7.1,7.5,0.4,0.8,17.0,63.0,17.22222222,2012
Bay,5/10/2012,0.0,5.3,8.0,0.4,0.7,19.0,63.0,17.22222222,2012
Bay,5/24/2012,0.0,6.1,8.5,0.5,0.8,24.0,72.0,22.22222222,2012
Bay,6/14/2012,0.0,3.9,8.5,0.5,0.7,22.0,69.0,20.55555556,2012
Bay,6/28/2012,0.0,4.9,,0.45,0.7,26.0,72.0,22.22222222,2012
Bay,7/19/2012,0.0,5.9,8.5,0.5,0.9,28.0,82.0,27.77777778,2012
Bay,8/23/2012,0.0,6.1,8.0,0.5,0.7,25.0,77.0,25.0,2012
Bay,9/4/2012,0.0,3.7,7.0,0.3,0.8,25.0,85.0,29.44444444,2012
Bay,9/13/2012,,5.0,7.0,0.4,0.5,21.0,70.0,21.11111111,2012
Bay,10/4/2012,0.0,4.8,8.0,0.5,0.7,24.0,75.0,23.88888889,2012
Bay,11/8/2012,0.0,7.6,7.0,0.2,0.2,10.0,45.0,7.222222222,2012
Bay,11/29/2012,0.0,8.9,7.0,0.1,0.5,7.0,48.0,8.888888889,2012
Bay,12/13/2012,0.0,8.4,7.0,0.2,0.3,9.0,48.0,8.888888889,2012
A,1/10/2013,0.0,6.9,6.5,0.8,0.9,8.0,48.0,8.888888889,2013
A,3/13/2013,,5.0,6.5,,,11.0,48.0,8.888888889,2013
A,4/11/2013,0.0,5.9,6.0,0.4,0.9,21.0,67.0,19.44444444,2013
A,5/8/2013,0.0,5.6,7.0,0.5,0.6,22.0,70.0,21.11111111,2013
A,6/13/2013,0.0,6.1,7.5,0.7,0.7,29.0,83.0,28.33333333,2013
A,7/11/2013,0.0,4.1,7.0,0.7,0.9,26.0,81.0,27.22222222,2013
A,8/8/2013,0.0,5.3,6.0,0.1,0.7,28.0,80.0,26.66666667,2013
A,9/12/2013,0.0,4.8,7.0,0.6,0.6,26.0,75.0,23.88888889,2013
A,11/12/2013,0.0,7.0,7.0,0.5,0.7,13.0,54.0,12.22222222,2013
A,12/4/2013,0.0,8.8,,0.4,0.4,10.0,51.0,10.55555556,2013
B,1/10/2013,0.0,7.2,,0.3,0.3,10.0,49.0,9.444444444,2013
B,3/13/2013,,7.6,7.5,0.2,0.2,11.0,45.0,7.222222222,2013
B,4/11/2013,0.0,5.8,7.5,0.4,0.4,20.0,68.0,20.0,2013
B,5/8/2013,0.0,4.2,8.0,0.2,0.2,22.0,68.0,20.0,2013
B,6/13/2013,0.0,5.4,8.0,0.2,0.2,29.0,83.0,28.33333333,2013
B,8/8/2013,0.0,6.4,8.0,0.3,0.3,27.0,80.0,26.66666667,2013
B,12/4/2013,0.0,5.0,7.0,0.2,0.2,11.0,51.0,10.55555556,2013
D,2/28/2013,0.0,9.8,6.5,1.5,1.5,9.0,48.0,8.888888889,2013
D,3/28/2013,0.0,10.0,6.5,1.4,1.6,8.0,48.0,8.888888889,2013
D,4/26/2013,0.0,8.6,6.5,0.3,1.5,15.0,54.0,12.22222222,2013
D,5/25/2013,0.0,5.5,6.0,0.5,1.5,24.0,72.0,22.22222222,2013
D,7/25/2013,0.0,3.8,6.5,0.7,1.8,27.0,72.0,22.22222222,2013
D,8/8/2013,0.0,6.8,7.0,0.9,1.3,26.0,79.0,26.11111111,2013
D,8/22/2013,0.0,4.2,6.5,1.1,1.5,27.0,78.0,25.55555556,2013
D,9/26/2013,0.0,6.1,6.7,0.9,1.1,20.0,69.0,20.55555556,2013
D,10/22/2013,0.0,7.0,6.5,1.0,1.2,17.0,58.0,14.44444444,2013
D,11/19/2013,0.0,9.6,6.5,1.2,1.2,12.0,52.0,11.11111111,2013
D,12/11/2013,0.0,8.65,6.5,0.8,0.8,8.0,38.0,3.333333333,2013
Bay,1/10/2013,0.0,8.5,7.0,0.4,0.5,9.0,48.0,8.888888889,2013
Bay,1/24/2013,0.0,8.7,7.0,0.1,0.4,3.0,32.0,0.0,2013
Bay,2/14/2013,0.0,7.7,7.0,0.7,2.5,9.0,45.0,7.222222222,2013
Bay,2/28/2013,0.0,8.5,7.0,0.2,0.7,10.0,48.0,8.888888889,2013
Bay,3/13/2013,,10.0,7.5,0.2,0.6,11.0,45.0,7.222222222,2013
Bay,3/28/2013,0.0,10.0,7.0,0.2,0.3,8.0,48.0,8.888888889,2013
Bay,4/11/2013,0.0,8.0,7.0,0.3,0.9,20.0,64.0,17.77777778,2013
Bay,4/26/2013,0.0,8.9,7.0,0.2,0.2,14.0,54.0,12.22222222,2013
Bay,5/8/2013,0.0,8.2,7.0,0.3,0.7,19.0,67.0,19.44444444,2013
Bay,5/25/2013,0.0,6.1,7.5,0.4,0.9,24.0,72.0,22.22222222,2013
Bay,6/13/2013,0.0,6.9,7.5,0.5,0.7,26.0,81.0,27.22222222,2013
Bay,6/25/2013,0.0,6.7,7.5,0.4,0.9,26.0,78.0,25.55555556,2013
Bay,7/11/2013,0.0,6.8,7.5,0.5,0.9,26.0,81.0,27.22222222,2013
Bay,7/25/2013,0.0,5.9,8.0,0.5,0.8,26.0,72.0,22.22222222,2013
Bay,8/8/2013,0.0,6.8,8.5,0.5,0.8,24.0,79.0,26.11111111,2013
Bay,8/22/2013,0.0,6.0,8.5,0.5,0.7,26.0,78.0,25.55555556,2013
Bay,9/12/2013,0.0,4.3,8.0,0.5,0.8,25.0,75.0,23.88888889,2013
Bay,9/26/2013,0.0,6.1,8.5,0.3,0.4,19.0,69.0,20.55555556,2013
Bay,10/22/2013,0.0,7.9,7.0,0.7,0.8,16.0,58.0,14.44444444,2013
Bay,11/12/2013,0.0,9.8,7.5,0.4,0.6,11.0,54.0,12.22222222,2013
Bay,11/19/2013,0.0,7.1,7.0,0.3,0.5,12.0,52.0,11.11111111,2013
Bay,12/4/2013,0.0,7.0,7.5,0.2,0.5,11.0,50.0,10.0,2013
Bay,12/11/2013,0.0,8.35,7.0,0.2,0.5,8.0,38.0,3.333333333,2013
D,1/3/2014,0.0,7.9,6.5,1.1,1.2,5.0,26.0,-3.333333333,2014
Bay,1/3/2014,0.0,7.3,7.0,0.1,0.4,5.0,26.0,-3.333333333,2014
A,1/14/2014,0.0,6.8,6.5,0.5,0.5,11.0,53.0,11.66666667,2014
Bay,1/14/2014,0.0,8.7,7.0,0.4,0.6,11.0,53.0,11.66666667,2014
D,2/11/2014,0.0,10.0,6.5,0.8,1.4,2.0,29.0,-1.666666667,2014
Bay,2/11/2014,0.0,8.8,7.0,0.2,0.2,3.0,29.0,-1.666666667,2014
A,2/25/2014,0.0,6.0,6.5,0.3,0.5,9.0,41.0,5.0,2014
B,2/25/2014,0.0,8.1,7.0,0.3,0.3,8.0,41.0,5.0,2014
Bay,2/25/2014,0.0,6.9,7.0,0.3,0.5,9.0,41.0,5.0,2014
Bay,3/12/2014,0.0,8.2,7.5,0.2,0.5,14.0,57.0,13.88888889,2014
D,3/12/2014,0.0,8.2,6.0,1.2,1.4,14.0,54.0,12.22222222,2014
Bay,3/27/2014,0.0,10.0,7.0,0.2,0.3,4.0,40.0,4.444444444,2014
D,4/10/2014,0.0,8.2,6.5,0.9,1.6,16.0,53.0,11.66666667,2014
Bay,5/7/2014,0.0,6.8,7.0,0.5,0.9,18.0,60.0,15.55555556,2014
D,5/7/2014,0.0,6.6,6.5,0.5,1.5,19.0,60.0,15.55555556,2014
Bay,5/20/2014,0.0,7.3,7.5,0.4,0.5,18.0,67.0,19.44444444,2014
A,5/20/2014,0.0,3.0,6.5,0.2,0.3,21.0,67.0,19.44444444,2014
B,5/20/2014,0.0,3.86,7.5,0.5,0.5,20.0,68.0,20.0,2014
Bay,6/10/2014,0.0,5.4,7.0,0.4,0.8,15.0,72.0,22.22222222,2014
A,6/10/2014,0.0,0.0,7.0,0.5,0.7,27.0,74.0,23.33333333,2014
B,6/10/2014,0.0,0.0,8.0,0.3,0.3,27.0,23.0,-5.0,2014
C,6/10/2014,0.0,4.3,7.0,0.8,1.3,27.0,23.0,-5.0,2014
A,6/24/2014,0.0,4.0,7.0,0.6,0.6,25.0,78.0,25.55555556,2014
B,6/24/2014,0.0,6.0,7.0,0.1,0.1,27.0,78.0,25.55555556,2014
